frame_index,component_index,stable_key_x,stable_key_y,column_x,column_y
3,0,16437,16395,16480,16401
3,0,16437,16395,16480,16402
3,0,16437,16395,16480,16404
3,0,16437,16395,16480,16407
3,0,16437,16395,16481,16367
3,0,16437,16395,16481,16368
3,0,16437,16395,16481,16369
3,0,16437,16395,16481,16370
3,0,16437,16395,16481,16371
3,0,16437,16395,16481,16372
3,0,16437,16395,16481,16373
3,0,16437,16395,16481,16374
3,0,16437,16395,16481,16375
3,0,16437,16395,16481,16376
3,0,16437,16395,16481,16377
3,0,16437,16395,16481,16378
3,0,16437,16395,16481,16379
3,0,16437,16395,16481,16381
3,0,16437,16395,16481,16382
3,0,16437,16395,16481,16383
3,0,16437,16395,16481,16384
3,0,16437,16395,16481,16386
3,0,16437,16395,16481,16387
3,0,16437,16395,16481,16388
3,0,16437,16395,16481,16389
3,0,16437,16395,16481,16390
3,0,16437,16395,16481,16391
3,0,16437,16395,16481,16392
3,0,16437,16395,16481,16393
3,0,16437,16395,16481,16394
3,0,16437,16395,16481,16395
3,0,16437,16395,16481,16396
3,0,16437,16395,16481,16398
3,0,16437,16395,16481,16399
3,0,16437,16395,16481,16400
3,0,16437,16395,16481,16401
3,0,16437,16395,16481,16402
3,0,16437,16395,16481,16404
3,0,16437,16395,16481,16405
3,0,16437,16395,16481,16406
3,0,16437,16395,16481,16407
3,0,16437,16395,16482,16367
3,0,16437,16395,16482,16368
3,0,16437,16395,16482,16369
3,0,16437,16395,16482,16370
3,0,16437,16395,16482,16371
3,0,16437,16395,16482,16372
3,0,16437,16395,16482,16373
3,0,16437,16395,16482,16374
3,0,16437,16395,16482,16375
3,0,16437,16395,16482,16376
3,0,16437,16395,16482,16377
3,0,16437,16395,16482,16378
3,0,16437,16395,16482,16379
3,0,16437,16395,16482,16380
3,0,16437,16395,16482,16381
3,0,16437,16395,16482,16382
3,0,16437,16395,16482,16383
3,0,16437,16395,16482,16384
3,0,16437,16395,16482,16386
3,0,16437,16395,16482,16387
3,0,16437,16395,16482,16388
3,0,16437,16395,16482,16389
3,0,16437,16395,16482,16390
3,0,16437,16395,16482,16391
